EmployeeID,LastName,FirstName,DateOfBirth,HireDate,Salary,LocationID,DepartmentID
6080,Bryant,Maria,1962-09-24,2015-06-22,84000,6,1
6081,Haug,Carla,1971-09-29,2019-08-06,69000,6,5
6082,Walz,Scott,1982-11-07,2010-08-22,111000,6,4
6083,Breazeale,Sherri,1988-01-07,2011-05-04,84000,8,3
6084,Smith,Vivian,1963-04-03,2019-12-10,123000,7,5
6085,Rodriquez,Carol,1972-08-24,2010-09-15,45000,5,3
6086,Obrien,Ana,1973-08-22,2011-06-08,60000,5,5
6087,Martins,Cory,1979-03-13,2015-12-10,90000,7,2
6088,Brown,Virginia,1974-08-05,2017-01-24,114000,1,2
6089,Priest,Robert,1982-06-12,2019-01-09,54000,7,2
6090,Mitchell,Heidi,1999-03-25,2015-12-21,51000,3,5
6091,Nerbonne,Corrine,1999-04-30,2014-07-25,108000,4,2
6092,Bey,Elizabeth,1983-03-10,2015-02-14,123000,8,5
6093,Hamm,Andrea,1967-07-27,2017-06-15,39000,6,4
6094,Small,John,1971-05-23,2015-10-07,120000,3,2
6095,Posey,Ellen,1969-11-27,2012-01-09,66000,2,3
6096,Pedersen,Joseph,1990-08-14,2016-11-05,114000,5,4
6097,Pringle,Ricky,1986-11-20,2019-03-18,117000,8,5
6098,Davenport,Janet,1995-10-31,2014-11-20,114000,2,3
6099,Hickman,James,1994-12-05,2018-03-19,117000,6,2
6100,Suarez,Matthew,1963-10-02,2019-05-13,123000,3,1
6101,Lively,Ryan,1973-03-16,2016-04-03,108000,3,2
6102,Jette,Omar,1990-11-11,2018-07-28,96000,2,3
6103,Fay,Manuela,1981-09-19,2019-02-10,96000,7,1
6104,Gulledge,Jessica,1992-07-10,2013-07-01,117000,7,1
6105,Manuel,Jo,1988-01-09,2014-08-27,108000,3,4
6106,Roberts,William,1962-12-11,2010-06-07,66000,3,2
6107,Styles,Elizabeth,1999-07-11,2018-12-06,42000,1,2
6108,Hernandez,Stephanie,1992-12-25,2016-01-03,93000,1,1
6109,Thompson,Emma,1987-12-25,2014-12-15,66000,1,5
6110,Barden,Eddy,1995-02-12,2016-02-15,39000,6,4
6111,Wojner,William,1966-10-15,2013-08-13,111000,8,2
6112,Boyd,Warren,1967-12-12,2019-12-04,42000,3,2
6113,Snethen,Norma,1965-07-01,2017-01-23,42000,1,3
6114,Niemczyk,Rosa,1984-01-11,2014-11-08,114000,2,4
6115,Mends,Willie,1971-01-01,2018-03-12,93000,3,2
6116,Konon,Irene,1994-09-03,2017-07-27,72000,1,4
6117,Carey,William,1987-07-01,2016-06-29,78000,4,3
6118,Craig,Soraya,1993-06-06,2011-12-22,51000,4,1
6119,Morrissette,Jessica,1960-12-15,2010-06-27,120000,5,3
6120,Taylor,William,1966-02-04,2011-05-28,114000,4,4
6121,Miller,Lois,1983-12-20,2016-09-28,54000,6,4
6122,Burk,Todd,1963-07-01,2013-11-26,78000,3,3
6123,Vincent,Harvey,1974-06-05,2010-11-02,96000,6,5
6124,Fletcher,Kirby,1974-08-16,2013-07-30,111000,6,1
6125,Rodriguez,Lorraine,1976-08-28,2014-01-19,90000,1,4
6126,Boswell,Gerardo,1979-02-03,2019-05-24,69000,7,3
6127,Robinson,Minta,1994-11-21,2014-12-04,84000,3,5
6128,Scott,Robert,1968-03-23,2016-07-18,69000,6,3
6129,Ebeid,Ronald,1963-01-12,2018-04-08,54000,1,5
6130,Caldwell,Darrell,1984-07-26,2012-08-05,84000,5,5
6131,Hopper,Kurt,1968-11-16,2019-01-07,57000,8,1
6132,Stratton,Charles,1975-01-14,2012-02-27,54000,7,3
6133,Matthews,Christopher,1967-10-31,2013-09-15,42000,8,2
6134,Alber,Mary,1981-08-20,2012-05-06,69000,1,1
6135,Silva,Jerry,1990-11-05,2017-05-24,48000,4,5
6136,Iannotti,Carol,1983-10-10,2014-02-12,72000,5,5
6137,Kinney,Kevin,1993-05-16,2011-09-17,99000,3,2
6138,Deutsch,John,1971-09-05,2017-04-30,111000,1,5
6139,Mitchell,Deirdre,1972-12-13,2012-04-18,84000,3,5
6140,Geiger,Penny,1976-06-14,2019-10-13,66000,7,2
6141,Clements,Josie,1969-01-09,2017-04-03,87000,4,1
6142,Schmitt,Tiffany,1992-09-24,2018-12-20,66000,8,1
6143,Ramos,Debra,1963-05-01,2013-08-11,69000,1,5
6144,Talley,Carol,1981-04-02,2015-02-22,102000,3,4
6145,Kayser,Wendy,1997-06-02,2014-08-24,60000,5,2
6146,Outlaw,Steven,1961-04-09,2011-06-30,87000,7,2
6147,Curtis,Mary,1961-08-29,2016-01-10,120000,1,4
6148,Lamb,Anthony,1963-04-20,2016-01-06,60000,5,3
6149,Merritt,Bruce,1995-06-26,2016-05-31,45000,8,4
6150,Watson,Cher,1975-08-31,2019-06-12,39000,3,4
6151,Stanley,Linda,1974-01-04,2018-04-04,45000,3,1
6152,Rivera,Edna,1975-05-17,2017-05-08,102000,1,3
6153,Mounts,Michael,1996-10-17,2013-09-25,93000,8,3
6154,Tackett,William,1990-06-24,2010-10-28,78000,6,2
6155,Mccarthy,Cathy,1982-08-14,2015-12-30,108000,8,4
6156,Margerum,Rosalinda,1965-09-20,2016-08-14,108000,4,2
6157,Case,Helen,1975-02-14,2020-02-23,51000,5,1
6158,Ortiz,Norma,1983-07-03,2011-07-18,99000,1,2
6159,Wimbush,Marvin,1994-05-14,2019-01-30,60000,3,4
6160,Roberts,Steven,1961-10-01,2017-02-13,87000,8,4
6161,Valladares,Terry,1969-04-05,2016-03-09,90000,8,1
6162,Krone,Domingo,1962-03-30,2015-09-01,63000,5,3
6163,Barrett,Teresa,1969-10-30,2014-08-19,57000,3,5
6164,Peters,John,1975-05-04,2017-03-30,63000,1,4
6165,Sherwood,Mildred,1971-11-11,2012-07-13,108000,8,3
6166,Cortez,Gary,1972-07-04,2012-06-07,105000,5,2
6167,Garvey,David,1990-01-20,2015-10-16,78000,2,2
6168,Hamill,Michael,1997-07-06,2018-02-06,84000,5,4
6169,Cooke,Allan,1986-05-30,2011-11-04,81000,2,1
6170,Martin,Kimberly,1965-10-01,2015-04-26,108000,5,1
6171,Lopez,Marilyn,1976-05-02,2012-03-09,39000,2,5
6172,Robinson,Donna,1995-07-30,2017-11-17,51000,5,5
6173,Ball,Gerald,1967-05-25,2010-10-19,48000,7,5
6174,Coulson,Pierre,1965-04-27,2010-12-26,81000,4,2
6175,Darnell,Carol,1980-07-20,2018-09-10,90000,7,5
6176,Obrien,Roland,1965-05-18,2014-06-25,93000,4,2
6177,Hargrove,James,1987-04-12,2016-02-22,102000,6,4
6178,Ryan,Gabriel,1981-07-15,2014-03-22,117000,3,2
6179,Colon,Dorothy,1998-05-31,2012-12-19,90000,7,5
6180,Davis,Eva,1999-08-15,2011-08-26,120000,6,1
6181,Alberson,Noel,1969-06-07,2020-02-24,54000,2,5
6182,Winkler,Jasmine,1971-09-14,2016-11-30,72000,3,2
6183,Hicks,Arline,1962-09-19,2016-02-26,111000,4,1
6184,Shick,Krista,1986-09-13,2013-09-09,45000,8,1
6185,Haupt,George,1998-06-01,2011-07-06,48000,1,3
6186,Holmes,Kenda,1986-08-04,2016-06-13,48000,5,3
6187,Aasen,Patricia,1970-03-04,2012-04-03,36000,7,1
6188,Tartaglione,Dennis,1990-02-25,2015-05-25,75000,1,1
6189,Caldwell,Charlene,1966-11-29,2017-06-13,57000,6,4
6190,Greb,Lillian,1982-11-16,2014-11-18,72000,5,2
6191,Dillon,Cesar,1968-05-05,2014-02-06,114000,1,2
6192,Taylor,Edward,1999-12-07,2013-11-29,36000,3,5
6193,Ramsey,Kevin,1974-07-17,2015-02-18,63000,6,5
6194,Suttle,Edward,1977-04-23,2017-10-26,54000,2,4
6195,Rosas,Carl,1978-08-05,2020-02-08,93000,3,2
6196,Rogers,Robert,1999-04-23,2011-02-13,45000,1,2
6197,Bragg,Shemeka,1997-10-12,2016-07-29,45000,1,1
6198,Gray,Brandon,1963-12-30,2013-10-26,39000,7,5
6199,Mitchell,Douglas,1969-07-14,2011-02-27,123000,6,1
6200,Farrell,Sarah,1992-10-25,2017-03-18,42000,4,4
6201,James,Billie,1964-12-12,2014-03-26,66000,7,3
6202,Fort,Stephen,1967-04-17,2017-11-03,105000,3,3
6203,Collins,Lester,1982-09-09,2014-08-03,45000,6,1
6204,Ritchie,Thomas,1972-06-11,2018-04-25,78000,6,1
6205,Boucher,Tracy,1995-06-07,2018-02-23,66000,2,2
6206,Henderson,Paul,1960-12-02,2016-12-10,102000,4,4
6207,Clayton,Cecila,1990-04-07,2015-04-09,120000,7,5
6208,Kaiser,Deborah,1999-07-08,2011-04-07,96000,5,4
6209,Querry,Karin,1999-06-07,2016-07-26,48000,4,4
6210,Lopez,Wm,1993-08-30,2018-08-01,48000,2,2
6211,Phillips,Amy,1980-05-06,2016-07-22,96000,3,3
6212,Ayling,Lawrence,1968-10-30,2017-06-29,81000,5,1
6213,Broun,Sally,1972-02-14,2015-02-14,66000,2,3
6214,Davis,Mary,1969-07-22,2011-09-16,48000,2,2
6215,Morales,Jim,1998-11-23,2019-08-26,51000,5,2
6216,Knopp,Linda,1970-12-25,2014-08-09,90000,2,3
6217,Foster,Rebecca,1994-09-02,2016-04-29,72000,8,4
6218,Wallace,Laura,1981-01-02,2011-11-17,84000,5,1
6219,Cooper,Freida,1971-03-31,2012-04-30,75000,4,3
6220,Aronow,Corey,1977-12-29,2015-03-18,57000,7,5
6221,Filas,Twyla,1974-08-25,2016-02-07,54000,4,1
6222,Cavett,Steve,1991-01-15,2017-04-30,66000,6,5
6223,Rosenberg,Lori,1969-01-21,2014-05-06,111000,4,5
6224,Owens,Andy,1987-03-18,2019-04-02,57000,8,2
6225,Shearin,Bruce,1980-09-29,2011-10-29,87000,1,4
6226,Lee,Eric,1962-06-08,2018-08-12,111000,4,2
6227,Hines,Audrey,1964-03-15,2015-01-12,39000,2,3
6228,Shoji,Earl,1994-10-03,2011-04-16,84000,6,5
6229,Roberts,Stacey,1964-12-23,2010-09-17,117000,1,5
6230,Johnson,Patricia,1975-06-17,2014-10-06,63000,8,5
6231,Herring,George,1975-08-19,2017-08-03,93000,2,3
6232,Mann,Anita,1992-07-29,2017-10-18,39000,6,4
6233,Hogan,Jennifer,1980-05-13,2011-03-27,114000,7,2
6234,Ross,Cecil,1960-12-14,2019-05-03,36000,4,4
6235,Lembo,Andreas,1966-06-06,2015-06-26,75000,3,4
6236,Kim,Howard,1963-04-28,2017-05-18,39000,5,2
6237,Peterson,Frederick,1969-06-04,2010-10-16,69000,2,5
6238,Chenault,Henry,1982-05-04,2014-05-23,111000,4,2
6239,Jorgensen,Patricia,1975-04-23,2018-08-23,84000,6,2
6240,Nelson,Kenneth,1960-09-27,2011-07-02,45000,5,5
6241,Blackburn,Eduardo,1961-10-14,2019-07-20,57000,1,2
6242,Duncan,William,1981-04-26,2012-04-04,87000,5,1
6243,Bowen,Angie,1998-12-31,2010-06-17,93000,8,5
6244,Cook,Annabelle,1986-11-04,2016-12-30,63000,3,3
6245,Craghead,Vincent,1992-02-20,2016-05-08,54000,2,4
6246,Mclain,Edith,1961-11-26,2015-04-26,87000,4,4
6247,Delp,Jo,1974-09-22,2017-10-17,72000,8,5
6248,Payne,Albert,1987-02-12,2020-02-28,57000,7,1
6249,Harding,Mira,1965-05-21,2016-08-26,75000,7,1
6250,Malcolm,Michael,1972-11-28,2012-04-20,51000,7,3
6251,Gerald,William,1965-01-21,2018-08-20,54000,7,3
6252,Graffagnino,Betty,1965-01-31,2018-06-24,66000,4,2
6253,Wood,Alejandrina,1969-08-26,2012-05-28,39000,6,4
6254,Ramsey,Jerome,1974-12-25,2011-11-10,93000,7,2
6255,Little,Maria,1982-05-15,2015-07-25,57000,5,4
6256,Viviani,Jean,1996-10-24,2013-11-26,42000,6,5
6257,Wilkins,Janice,1990-05-23,2018-07-08,117000,8,4
6258,Musso,Robert,1972-05-25,2012-09-07,96000,4,3
6259,Jeffery,Carl,1969-10-03,2015-12-21,102000,3,5
6260,Christensen,Enrique,1993-12-01,2016-01-19,39000,8,2
6261,Pellicone,Joel,1987-07-03,2012-05-19,87000,8,1
6262,Dorsch,Sarah,1994-09-18,2013-12-23,36000,3,3
6263,Quintero,Denise,1983-12-29,2014-01-12,57000,5,3
6264,Reynolds,Bonnie,1962-06-06,2011-03-08,123000,1,2
6265,Gilbert,Rebecca,1966-12-17,2018-03-09,108000,2,3
6266,Green,Lawrence,1967-03-16,2013-08-28,123000,4,3
6267,Salter,Virgie,1993-07-21,2018-05-26,90000,2,4
6268,Staples,Brian,1993-12-14,2018-05-15,69000,3,2
6269,Johnson,Otis,1985-11-15,2020-01-14,36000,4,4
6270,Beverly,Denise,1961-01-23,2014-08-24,45000,8,1
6271,Burford,Timothy,1979-02-02,2011-05-26,99000,7,4
6272,Smith,Monique,1974-10-11,2018-11-02,66000,2,1
6273,Younger,Robert,1995-11-20,2019-09-22,93000,4,5
6274,Smith,Sharon,1968-07-23,2014-04-03,75000,6,1
6275,Elliott,Gerald,1999-01-31,2015-03-04,78000,8,5
6276,Prejean,Linda,1961-11-26,2019-12-30,69000,5,2
6277,Million,Barbara,1968-06-25,2019-06-10,105000,6,1
6278,Ross,Barbara,1968-02-29,2019-07-15,51000,6,3
6279,Nishida,Jeanette,1963-04-10,2013-04-11,108000,6,1
6280,Johnson,Mary,1969-03-01,2015-10-04,111000,6,2
6281,Dobson,Bob,1980-09-19,2014-05-04,75000,2,5
6282,Frank,Christy,1978-05-06,2020-03-28,123000,5,3
6283,Roberts,Gerald,1973-12-12,2016-01-31,69000,1,3
6284,Tillman,Margaret,1980-08-23,2015-03-10,108000,1,5
6285,Rosenbloom,Kathy,1998-03-31,2014-07-25,75000,7,3
6286,Daniel,Hazel,1969-01-19,2010-07-12,57000,1,2
6287,Morguson,Shauna,1962-06-10,2018-12-19,111000,7,5
6288,Whitmore,Robert,1982-05-17,2019-09-01,84000,3,5
6289,Thomas,Mary,1982-06-10,2011-08-23,99000,1,1
6290,Trudeau,Marion,1986-09-02,2012-04-26,39000,5,3
6291,Stough,Charles,1981-09-25,2014-09-02,99000,5,4
6292,Lamontagne,Christine,1980-04-29,2019-03-30,48000,7,3
6293,Conner,Martin,1981-07-21,2015-09-25,69000,1,1
6294,Ailes,Geraldine,1978-07-02,2020-03-05,54000,7,4
6295,Larson,Allison,1985-06-28,2015-05-12,105000,1,1
6296,Cook,David,1977-04-25,2010-12-09,75000,5,4
6297,Choi,Mary,1968-09-06,2010-06-29,111000,2,4
6298,Spears,Caprice,1967-06-15,2010-06-29,69000,2,2
6299,Lewis,Kimberly,1967-10-25,2013-12-01,111000,2,5
6300,Moncrief,Cecilia,1990-04-19,2013-09-16,75000,2,4
6301,Lee,Jason,1964-05-31,2017-05-09,48000,6,3
6302,Witter,Kelsi,1974-12-13,2014-04-17,87000,6,1
6303,Kehres,Diane,1993-05-22,2012-03-04,111000,2,5
6304,Scheid,Stephen,1995-12-24,2014-02-19,81000,2,1
6305,Labbe,David,1977-04-02,2011-04-15,69000,6,1
6306,Duran,Thomas,1988-07-26,2010-06-08,66000,7,4
6307,Lomax,Harry,1972-10-12,2012-07-20,45000,1,3
6308,Cohen,Teresa,1975-07-06,2013-10-13,57000,5,4
6309,Ellenberger,Tamara,1987-05-01,2011-07-02,72000,5,3
6310,Smith,Robert,1960-09-03,2012-12-01,75000,8,2
6311,Hannah,Jesus,1962-06-21,2018-07-31,57000,1,5
6312,Evans,Kimberly,1980-11-24,2014-08-23,84000,6,5
6313,Roemmich,Barbara,1999-02-19,2018-07-28,105000,8,3
6314,Clayton,Jesus,1961-11-02,2013-09-29,93000,4,4
6315,Simmons,Eleanor,1977-04-11,2019-08-24,57000,1,5
6316,Daniels,Howard,1986-06-22,2015-01-16,66000,5,1
6317,Polin,Joseph,1994-12-25,2018-01-07,39000,2,5
6318,Dale,Jay,1993-08-11,2015-11-11,78000,8,3
6319,Mitchell,Clara,1979-03-14,2012-11-01,78000,7,2
6320,Silver,Carol,1967-11-08,2014-11-21,48000,1,5
6321,Jones,Timothy,1966-07-27,2014-07-04,45000,6,4
6322,Vaughn,Howard,1999-12-25,2020-01-30,93000,1,3
6323,Lawrence,Shawn,1969-03-31,2019-07-21,78000,1,2
6324,Cullinane,Richard,1984-02-03,2018-04-03,93000,6,2
6325,Rodgers,Kathleen,1989-09-04,2017-07-04,42000,1,3
6326,Grove,Margie,1962-11-29,2019-07-04,69000,1,2
6327,Chambers,Elsie,1971-03-18,2017-06-24,96000,8,4
6328,Borda,Eleanor,1975-04-12,2014-12-18,99000,8,4
6329,Parks,Gail,1995-03-08,2016-11-27,111000,4,3
6330,Fitting,Ronald,1987-09-22,2012-11-18,63000,4,1
6331,Redmond,Amy,1997-09-01,2019-09-29,42000,7,5
6332,Cavanaugh,Robert,1977-12-28,2019-09-19,120000,8,3
6333,Mccall,Maria,1972-06-25,2014-10-13,63000,8,3
6334,Franklin,Cherie,1970-12-27,2013-11-22,36000,7,4
6335,Bisson,Victor,1970-03-17,2016-04-26,78000,2,3
6336,Andrews,Ryan,1974-09-30,2014-01-25,114000,2,3
6337,Burton,Jose,1978-03-07,2011-02-12,78000,4,1
6338,Webber,Phyllis,1998-08-11,2011-10-23,42000,7,4
6339,Howard,Lindy,1987-02-24,2019-03-06,102000,5,4
6340,Henry,Kevin,1964-05-18,2010-07-05,57000,6,3
6341,Wilson,William,1966-01-17,2016-02-27,117000,1,2
6342,Twitty,James,1960-08-21,2015-04-23,102000,8,3
6343,Johnson,Bruce,1988-02-03,2018-05-17,45000,6,2
6344,Evans,Michael,1962-09-03,2014-08-11,75000,7,2
6345,Lockett,Rodney,1990-12-28,2017-02-02,111000,1,2
6346,Foster,Curtis,1970-02-23,2012-04-12,60000,2,3
6347,Arnold,John,1989-01-27,2010-08-10,108000,1,4
6348,Owens,Jacqueline,1993-06-30,2018-09-23,36000,8,1
6349,Scott,Alberto,1976-02-11,2019-05-21,42000,6,4
6350,Hurd,Ronald,1995-04-18,2016-11-01,99000,8,2
6351,Shaw,John,1966-06-08,2013-05-21,78000,7,4
6352,Maloney,Eric,1974-11-01,2019-09-28,63000,5,3
6353,Torbert,Eleanor,1996-07-14,2011-08-24,42000,2,2
6354,Alexander,Jannie,1977-08-18,2016-08-28,105000,7,4
6355,Petko,John,1966-02-17,2018-07-14,81000,1,4
6356,Fanning,Jack,1961-04-27,2011-08-12,111000,8,5
6357,Hughes,Stephanie,1968-07-15,2019-01-26,60000,7,2
6358,Seibold,Linda,1995-09-17,2015-11-18,78000,5,3
6359,Watson,Gerald,1980-08-16,2010-07-05,39000,5,3
6360,Burns,Dorothy,1997-12-16,2014-09-20,111000,3,2
6361,Miyamoto,Peter,1966-01-03,2017-02-09,45000,1,1
6362,Adkins,Sandra,1993-02-04,2012-01-14,93000,3,1
6363,Tucker,George,1974-08-08,2014-09-08,39000,8,2
6364,Barajas,Wayne,1973-07-03,2012-12-23,57000,4,4
6365,Avers,Damian,1960-12-28,2016-08-12,114000,1,5
6366,Hupper,Louise,1991-03-12,2017-12-23,108000,3,4
6367,Smalls,Randy,1962-03-10,2019-05-02,81000,2,1
6368,Pierce,Kathleen,1980-03-17,2020-02-03,81000,3,2
6369,Chang,William,1963-02-07,2013-08-21,90000,1,5
6370,Carder,Lillie,1975-08-25,2013-11-30,123000,2,4
6371,Blanchard,Douglas,1972-02-10,2016-10-13,114000,2,2
6372,Baylor,Charles,1982-03-29,2017-07-16,114000,6,5
6373,Turner,Wanda,1974-10-05,2011-04-17,114000,7,5
6374,Lockett,Jeffery,1990-10-05,2018-07-20,84000,6,1
6375,Manuel,Charles,1975-01-18,2017-04-10,51000,6,5
6376,Santos,Kenneth,1965-06-10,2018-05-11,87000,1,1
6377,Hudson,Rose,1968-05-20,2015-01-19,75000,1,3
6378,Edwards,Shannon,1993-07-18,2010-10-07,54000,5,3
6379,Sain,Daniel,1999-07-26,2014-06-04,93000,4,2
6380,Phillips,Kathleen,1982-07-24,2011-12-05,72000,3,5
6381,Skora,Eugene,1976-07-08,2011-06-23,93000,5,2
6382,Pine,Steven,1977-10-12,2019-07-12,54000,2,2
6383,Garza,Chaya,1993-12-30,2015-12-01,54000,3,2
6384,Lott,James,1986-09-06,2017-02-06,99000,1,2
6385,Goulet,Martha,1968-11-13,2015-10-20,69000,1,5
6386,Marenco,Sandra,1998-11-27,2015-07-22,120000,3,3
6387,Johnson,Jonathon,1991-08-10,2012-10-28,66000,8,2
6388,Krohn,Anna,1966-06-30,2019-01-09,120000,4,5
6389,Mccreery,William,1996-04-28,2017-01-09,120000,6,5
6390,Tibbits,Thomas,1988-07-19,2016-08-03,36000,1,3
6391,Worden,William,1991-10-17,2012-04-13,57000,2,2
6392,Magsayo,Rose,1999-12-22,2014-07-23,123000,2,4
6393,Hillis,Maria,1990-07-20,2016-12-08,42000,4,2
6394,Lambert,Mike,1997-07-30,2016-10-23,114000,4,1
6395,Clarke,Lisa,1986-12-08,2020-03-10,54000,1,1
6396,Cannon,John,1976-04-06,2013-01-25,120000,5,5
6397,Manley,Leslie,1971-03-10,2017-01-08,72000,1,3
6398,Thompson,Angel,1996-06-11,2019-02-06,69000,6,5
6399,Cotton,Leila,1982-05-21,2018-11-29,57000,7,5
6400,Martin,Mike,1988-07-04,2012-04-24,117000,6,4
6401,Travis,Martin,1992-11-24,2017-11-29,123000,5,2
6402,Shaw,Rudolph,1993-09-14,2017-08-27,84000,2,2
6403,Vicic,Harvey,1991-04-06,2017-02-06,120000,3,1
6404,Young,Raymond,1977-11-10,2013-02-06,87000,1,2
6405,Nicley,David,1985-03-18,2011-08-07,111000,4,3
6406,Lautenschlage,Jane,1975-06-30,2013-12-11,78000,2,1
6407,Proffitt,Betty,1980-08-29,2017-02-15,99000,1,1
6408,Glynn,Mark,1982-09-08,2016-03-24,87000,1,2
6409,Fontaine,Faye,1991-08-10,2017-11-21,93000,4,1
6410,Wood,Nancy,1962-09-20,2018-03-26,123000,3,1
6411,Hite,James,1996-12-01,2020-01-24,48000,1,4
6412,Laude,James,1965-03-15,2018-04-25,105000,2,5
6413,Ellinger,Coleman,1963-02-04,2017-07-04,117000,3,5
6414,Garbe,Cassandra,1985-07-11,2015-11-05,114000,1,2
6415,Whitlock,Randy,1996-02-20,2013-12-24,75000,5,5
6416,Mcmahon,Donald,1976-06-05,2016-07-12,63000,7,1
6417,Gore,Charles,1976-08-28,2011-07-11,99000,5,4
6418,Hood,Andrew,1977-12-08,2018-03-09,114000,6,2
6419,Gonsoulin,John,1982-01-02,2019-12-25,117000,2,3
6420,Turner,Christopher,1998-03-06,2011-04-02,75000,8,1
6421,Baker,Luann,1999-08-29,2014-01-12,69000,6,4
6422,Mock,Earl,1974-11-13,2014-05-14,99000,6,2
6423,Mauriello,Ron,1967-01-18,2013-11-10,120000,3,3
6424,Walker,Michael,1975-01-29,2014-04-20,42000,4,4
6425,Daniels,Aurora,1991-07-21,2018-07-09,117000,2,4
6426,Gurnett,Katrina,1992-01-27,2014-05-26,93000,7,4
6427,Olson,Shameka,1973-02-25,2014-03-25,39000,6,4
6428,Prado,Samantha,1965-07-11,2013-05-17,48000,2,5
6429,Campbell,John,1999-01-29,2012-05-02,42000,4,1
6430,Reed,Lloyd,1989-09-05,2014-05-04,90000,4,1
6431,Jarrett,Lauren,1994-09-02,2012-09-26,111000,2,1
6432,Gibbs,Paul,1963-07-29,2017-08-03,57000,8,4
6433,Padron,Melissa,1970-08-26,2013-04-12,63000,5,1
6434,Scott,Harry,1994-05-13,2012-09-05,99000,7,2
6435,Tyler,Jennifer,1962-05-03,2013-07-04,57000,6,5
6436,Walker,Sheila,1999-08-25,2012-10-02,117000,3,3
6437,Wooldridge,Barbara,1987-05-11,2014-04-06,51000,8,5
6438,Sutter,Gary,1982-03-10,2010-12-05,111000,8,2
6439,Sneeden,Edward,1965-03-25,2010-05-27,54000,3,4
6440,Giordano,Roger,1992-03-25,2012-03-06,45000,1,1
6441,Vasquez,Jane,1962-11-01,2010-08-01,93000,1,2
6442,Gomez,Gertrude,1994-01-26,2019-06-21,75000,4,5
6443,Daines,Maria,1994-09-11,2013-09-14,36000,8,3
6444,Nakagawa,Phyllis,1979-08-17,2017-01-13,45000,2,1
6445,Scarberry,Pamela,1991-06-13,2011-12-10,69000,4,4
6446,Sutherland,Miguelina,1966-08-19,2015-03-26,123000,6,5
6447,Leath,Dane,1960-10-03,2019-06-17,69000,6,4
6448,Rodriguez,Carl,1982-02-12,2018-10-11,111000,7,4
6449,Brown,Matthew,1990-07-15,2011-09-22,81000,7,3
6450,Bison,Merilyn,1979-01-31,2012-03-15,39000,8,2
6451,Smith,Maureen,1961-02-04,2015-10-19,63000,7,4
6452,Rizzo,Richard,1996-07-13,2019-06-01,66000,3,2
6453,Cantrell,Russell,1994-08-10,2014-05-27,36000,2,4
6454,Madsen,Carl,1991-11-16,2015-03-08,78000,5,1
6455,Pantoni,William,1992-01-29,2011-09-15,108000,5,2
6456,Graber,Brenda,1973-09-24,2017-12-20,81000,3,4
6457,Simkins,Kurt,1962-11-12,2019-12-10,111000,2,3
6458,Zelkind,David,1969-04-04,2011-04-25,81000,6,5
6459,Dodson,Henry,1998-11-28,2013-04-24,69000,6,5
6460,Kaiser,Keely,1969-09-25,2016-02-15,51000,5,4
6461,Bear,Meredith,1983-10-08,2015-09-15,114000,6,5
6462,Wetmore,Bennie,1974-12-14,2015-04-24,66000,2,1
6463,Smith,Marcia,1977-05-23,2011-11-10,123000,3,5
6464,Sams,Gary,1984-05-11,2011-10-03,39000,5,2
6465,Floyd,John,1965-02-06,2015-09-09,120000,3,5
6466,Johnson,Mary,1979-07-12,2014-11-29,66000,4,3
6467,Cook,Susan,1984-11-09,2017-04-12,84000,8,2
6468,Jackson,Star,1990-04-23,2018-12-28,87000,5,3
6469,Cox,Roger,1961-06-24,2019-04-07,105000,4,5
6470,Stickland,Russell,1977-10-30,2011-05-06,102000,7,4
6471,Johnson,Ronald,1961-07-03,2018-03-25,36000,1,5
6472,Gulinson,Henry,1991-04-25,2016-09-16,39000,3,4
6473,White,Vincent,1966-02-25,2010-06-01,108000,3,3
6474,Shrader,William,1998-09-03,2015-04-17,57000,6,3
6475,Anderson,Lois,1969-02-02,2011-08-15,96000,6,3
6476,Gharing,Tonya,1982-01-03,2016-06-03,60000,3,2
6477,Hess,Thomas,1969-04-29,2019-03-13,111000,2,5
6478,Lindquist,John,1969-11-05,2017-06-22,42000,6,1
6479,Nettles,Katherine,1974-07-07,2016-11-03,84000,2,1
6480,Thompson,Aaron,1964-12-04,2015-10-08,99000,8,5
6481,Thomas,Martin,1987-07-11,2015-06-12,48000,4,3
6482,Jensen,Walter,1980-05-04,2019-03-19,54000,5,2
6483,Seward,Thomas,1964-08-06,2016-03-31,84000,3,3
6484,Vincent,Marjorie,1963-07-02,2016-12-11,36000,4,2
6485,Marks,Sandra,1978-06-16,2016-09-08,39000,7,1
6486,Hernandez,Catherine,1999-01-14,2012-01-01,54000,2,3
6487,Torres,Ethyl,1999-07-14,2013-06-19,99000,4,5
6488,Walkner,Willie,1988-02-13,2012-02-09,51000,6,3
6489,Anderson,Gary,1991-02-16,2019-12-05,93000,2,3
6490,Piercy,Bernard,1970-08-16,2015-06-19,87000,6,1
6491,Stahly,Christine,1964-01-19,2012-06-05,120000,5,5
6492,Anderson,Kenneth,1984-01-10,2019-10-29,120000,3,2
6493,Entrekin,Pamela,1967-08-12,2014-09-11,117000,7,4
6494,Schear,Roger,1980-10-14,2011-01-06,93000,5,2
6495,Olewine,Terrie,1973-02-28,2010-11-10,93000,4,3
6496,Harris,Chris,1968-09-05,2017-04-13,123000,2,2
6497,Maldonado,Tony,1988-04-15,2017-08-03,111000,7,4
