InvoiceID,CustomerID,CreditCard,SupervisorID,Quantity,Price,Freight,OrderDate
15029,ZF21,2659-9192-7255-9246,sup71,20,86.76,22.55,2020-09-15
15030,OH00,2182-5736-8830-3209,sup49,79,85.3,11.99,2020-09-29
15031,CH35,2473-6065-2586-3746,sup92,21,61.38,15.12,2020-10-08
15032,LY85,3552-8837-5310-9759,sup77,13,41.28,20.24,2020-08-15
15033,UY86,8835-7963-0890-9013,sup89,1,53.24,24.28,2020-10-07
15034,TV14,4975-2985-2944-5893,sup37,29,38.53,27.13,2020-09-11
15035,CK14,8402-6067-4384-9469,sup70,72,20.13,29.27,2020-08-25
15036,EL69,3422-1767-8326-1073,sup65,99,27.72,13.54,2020-09-07
15037,JG29,7268-1173-5465-2895,sup97,69,41.29,16.47,2020-10-08
15038,QG76,9446-8910-8490-2744,sup11,80,53.49,13.91,2020-09-14
15039,EH59,9275-2263-0826-2615,sup20,75,54.72,27.81,2020-08-24
15040,KD29,9097-2007-7395-7491,sup60,84,53.78,29.01,2020-10-01
15041,AH27,2335-8262-9642-1119,sup37,1,79.04,23.44,2020-10-06
15042,HY76,6235-2799-7117-4544,sup12,70,71.14,19.27,2020-10-09
15043,XC75,0678-2479-5812-8635,sup30,80,29.47,26.6,2020-09-18
15044,AG60,3787-3798-2889-2372,sup62,41,44.66,10.41,2020-08-17
15045,NW64,6420-2547-4516-8518,sup36,86,41.28,19.11,2020-10-01
15046,KT68,9653-1681-7629-5807,sup17,85,67.4,16.41,2020-09-16
15047,HQ59,4432-7957-7313-1932,sup27,97,35.48,20.89,2020-08-29
15048,ZG62,2844-7855-6992-1370,sup72,24,61.49,20.91,2020-09-11
15049,CP27,1579-2711-1688-4066,sup44,81,44.9,10.18,2020-09-18
15050,WV73,2100-4022-2924-0976,sup39,81,39.37,18.67,2020-08-17
15051,OE68,9098-4128-9247-5255,sup32,4,74.84,27.31,2020-08-21
15052,OE40,9323-5601-2786-5499,sup68,83,44.41,25.47,2020-08-26
15053,QH30,3120-7437-0320-7282,sup74,13,94.76,14.23,2020-10-13
15054,OQ86,7697-6773-8858-1722,sup04,74,92.81,16.01,2020-10-07
15055,OG57,2119-2259-8961-0332,sup36,72,65.14,19.44,2020-09-07
15056,TQ40,0883-7336-3754-0275,sup37,24,67.49,21.3,2020-09-13
15057,IY03,8901-1974-4232-7641,sup57,11,79.05,15.27,2020-08-20
15058,RI34,3533-9507-5662-1251,sup22,73,66.97,21.11,2020-09-02
15059,UO99,4867-9060-2854-4802,sup45,57,37.23,20.7,2020-09-18
15060,PN17,9469-0387-6527-5954,sup95,79,76.32,24.78,2020-08-14
15061,BF17,9556-7607-4024-5839,sup75,12,30.03,12.42,2020-08-22
15062,WE37,9218-0008-1732-6271,sup93,95,52.06,13.13,2020-08-18
15063,ZP07,4104-6647-7742-2273,sup02,26,23.69,28.77,2020-08-14
15064,PG27,6128-4376-4497-5177,sup62,24,52.83,27.28,2020-08-22
15065,PZ76,3086-4336-4450-2033,sup66,31,93.54,14.78,2020-08-30
15066,TL76,4649-7169-5283-1249,sup96,67,25.46,27.88,2020-09-01
15067,DU55,6505-9572-8088-3621,sup16,91,51.72,25.01,2020-09-10
15068,ZS51,5927-3935-5932-3049,sup63,43,80.99,21.93,2020-10-03
15069,MV25,7612-3722-8397-3394,sup41,1,20.53,21.12,2020-10-07
15070,FN04,0694-5192-1893-2422,sup74,40,93.75,28.81,2020-08-22
15071,DW65,6505-7118-4685-5496,sup79,100,54.65,21.87,2020-09-01
15072,VZ90,1682-0802-1262-2816,sup66,44,65.25,23.55,2020-08-29
15073,GW94,9181-0439-6612-1213,sup92,29,36.66,12.31,2020-10-12
15074,QD92,8029-6421-1317-1778,sup71,41,70.75,14.36,2020-09-20
15075,RE87,3640-7752-0954-9111,sup66,81,48.51,14.2,2020-08-28
15076,UL76,7953-7438-2464-5222,sup24,24,96.61,15.78,2020-08-19
15077,KB96,1044-4726-4731-3591,sup29,93,26.79,12.34,2020-09-28
15078,KU78,2339-0650-3843-9323,sup56,58,41.54,29.86,2020-08-22
15079,YF40,5315-7067-5595-8941,sup50,79,87.58,17.97,2020-09-23
15080,GV06,8206-4959-0267-3853,sup30,48,84.84,18.84,2020-08-15
15081,JH61,5453-0403-5076-8466,sup08,81,64.88,28.04,2020-09-14
15082,UJ18,8590-0230-2916-6461,sup00,55,57.45,18.6,2020-09-12
15083,JA54,0248-0982-7542-4734,sup84,62,34.38,10.67,2020-09-16
15084,JS02,2560-4658-9859-5474,sup36,33,83.37,20.8,2020-08-26
15085,XD49,0547-8486-2050-3912,sup87,94,48.02,18.31,2020-09-15
15086,YZ83,1008-9346-3596-4978,sup76,18,76.94,14.69,2020-08-24
15087,DS54,5800-8460-5943-0390,sup23,64,56.8,10.41,2020-08-30
15088,OA11,8715-3352-1523-0518,sup99,32,68.32,27.69,2020-10-13
15089,XC17,2259-2846-3898-7127,sup95,20,70.15,28.47,2020-09-13
15090,FD04,1842-5557-7776-1370,sup43,97,99.94,10.57,2020-10-08
15091,ML37,7152-0235-6476-9976,sup32,66,84.85,27.74,2020-10-12
15092,RR96,0628-0296-7588-7223,sup76,38,97.54,10.32,2020-09-11
15093,DA30,9166-9171-2428-9039,sup93,6,27.46,23.44,2020-08-29
15094,OY25,0205-0195-7614-5720,sup11,7,62.48,12.83,2020-08-17
15095,EF17,0653-9933-5391-4332,sup56,60,67.01,10.64,2020-09-13
15096,ZG76,7542-0305-0205-7569,sup29,23,65.05,22.92,2020-09-08
15097,OU30,8724-5651-0525-5824,sup18,75,40.95,26.84,2020-10-01
15098,LO21,5240-9569-8026-6406,sup31,38,82.12,16.19,2020-09-20
15099,QK36,2764-1540-7452-3534,sup72,26,39.88,23.47,2020-08-27
15100,WK38,3162-9889-1536-3042,sup77,37,50.4,18.14,2020-09-25
15101,RX90,4223-5735-8110-3733,sup85,47,79.48,16.63,2020-09-23
15102,RH69,8512-8610-0947-4629,sup60,41,43.79,11.13,2020-09-30
15103,HE68,8579-8816-2658-1249,sup36,97,29.0,14.63,2020-10-12
15104,BZ88,7390-4787-0655-2068,sup32,19,94.64,17.14,2020-09-30
15105,JL74,2509-4086-3143-6885,sup07,56,83.71,29.08,2020-08-14
15106,EO10,1632-2530-4972-6204,sup55,81,63.33,25.48,2020-09-26
15107,VU23,9077-2094-9491-2673,sup84,13,41.63,13.94,2020-10-03
15108,LR42,0583-6122-7367-0339,sup92,17,52.99,19.87,2020-09-06
15109,ET19,6763-3808-7804-5728,sup76,66,29.54,20.51,2020-10-09
15110,SW56,9638-7945-5538-4053,sup70,67,34.9,25.02,2020-09-08
15111,DE86,6520-2586-7798-2446,sup61,39,20.93,20.15,2020-08-25
15112,DE60,7616-2563-6570-5787,sup57,67,38.28,15.23,2020-09-27
15113,UK73,1843-4489-9989-1737,sup56,29,28.59,17.69,2020-08-31
15114,YJ55,1726-8508-3765-1682,sup87,21,53.09,10.46,2020-08-16
15115,FC55,0244-8644-6160-1433,sup73,82,39.84,14.2,2020-10-05
15116,XI00,3150-8532-4683-0797,sup33,21,86.8,28.42,2020-09-18
15117,TI08,1153-8059-6592-6052,sup35,8,77.56,12.86,2020-10-11
15118,CE90,3280-0762-4763-1144,sup63,34,88.35,15.49,2020-09-28
15119,HO03,1543-5102-1547-7975,sup82,73,84.97,26.93,2020-09-12
15120,AI39,0881-3197-8580-5110,sup11,67,81.26,21.92,2020-08-31
15121,XM87,8657-0099-6319-9555,sup61,99,63.84,20.18,2020-09-26
15122,JK57,0098-5819-5342-3598,sup67,74,98.33,23.74,2020-08-25
15123,ZM40,4495-6095-5373-4609,sup22,99,97.6,15.49,2020-09-03
15124,DG40,5808-7620-0420-7538,sup73,43,50.15,23.76,2020-09-24
15125,CN25,8140-3419-2122-3496,sup53,54,59.67,17.32,2020-08-20
15126,HF17,2430-7369-0093-1858,sup08,47,25.88,15.69,2020-09-17
15127,XI95,8879-5306-4440-3373,sup93,91,70.87,23.83,2020-09-01
15128,TG03,7611-4554-2127-6495,sup54,88,76.88,20.65,2020-09-22
15129,RT79,2430-9747-8635-7159,sup41,92,66.61,22.25,2020-09-02
15130,EM68,1056-4279-8347-0888,sup79,46,97.49,24.9,2020-10-05
15131,BR85,9212-0996-8554-3080,sup33,89,49.52,22.55,2020-10-02
15132,RT48,7041-9836-7224-5407,sup62,63,60.28,19.44,2020-10-13
15133,ZP33,5581-1910-9834-8052,sup40,69,49.57,10.51,2020-08-20
15134,ZA90,5257-1658-1207-6915,sup47,17,36.2,18.23,2020-09-04
15135,JI63,8346-4345-6961-5696,sup90,72,20.11,11.57,2020-09-25
15136,OR65,6057-1167-6437-1946,sup28,34,39.46,23.6,2020-08-14
15137,TO72,5567-5427-5867-6642,sup93,56,43.96,15.55,2020-09-14
15138,DE50,4296-0166-1644-9677,sup59,9,96.26,27.31,2020-09-11
15139,QV43,9445-2778-2495-5885,sup75,70,26.24,24.3,2020-09-23
15140,UZ85,8404-9353-6321-5426,sup38,35,61.72,18.41,2020-09-09
15141,DF58,6426-5082-6940-6380,sup87,81,87.37,27.36,2020-10-04
15142,EI61,9900-2183-3116-0540,sup45,40,26.01,26.64,2020-08-17
15143,GM13,7019-8889-5654-6130,sup82,39,32.27,24.5,2020-09-21
15144,IO69,0022-6057-5188-4824,sup91,90,91.98,27.21,2020-10-06
15145,MZ65,5282-5096-2677-6244,sup96,31,97.68,17.95,2020-10-13
15146,LY84,1222-6708-5370-8125,sup72,28,78.94,17.34,2020-09-05
15147,DK17,9750-0918-7616-9045,sup21,42,45.65,18.99,2020-08-23
15148,JQ32,3291-4473-7520-8865,sup58,4,61.99,12.48,2020-09-25
15149,YV88,2251-5401-7346-9448,sup66,82,80.31,13.76,2020-08-27
15150,QJ95,4867-9477-3600-1383,sup44,40,65.41,13.58,2020-09-13
15151,KT27,8250-9125-8171-6701,sup25,17,44.97,25.39,2020-10-11
15152,GX34,3162-2248-2982-2642,sup47,39,39.41,10.88,2020-09-23
15153,HP59,0206-7368-4874-2900,sup93,39,98.96,14.74,2020-09-17
15154,BU54,9465-9326-7424-4434,sup98,82,40.25,24.81,2020-08-22
15155,IT32,1119-1388-3497-8226,sup11,15,61.54,12.86,2020-09-28
15156,YT24,8818-7679-5104-0181,sup76,84,91.54,21.23,2020-09-29
15157,OE44,9780-3338-3358-9530,sup71,52,66.74,13.67,2020-09-21
15158,QC29,6410-8253-3971-3241,sup59,55,91.28,26.48,2020-09-16
15159,FN49,6526-3667-1997-2134,sup40,63,27.76,26.88,2020-09-08
15160,GQ27,2987-1865-4065-4694,sup47,42,45.33,19.28,2020-08-17
15161,EP68,4140-9735-6938-1858,sup14,62,27.4,18.59,2020-09-26
15162,MN47,1696-2487-2161-3552,sup97,7,72.21,15.62,2020-09-14
15163,VO17,5362-0187-3839-0805,sup23,59,84.77,13.05,2020-09-05
15164,KB35,0511-1919-7888-6527,sup70,94,28.97,19.0,2020-08-24
15165,NG41,7696-1605-6088-5799,sup96,82,96.95,27.69,2020-09-13
15166,BO52,3697-2707-3288-0765,sup74,80,91.33,12.93,2020-08-23
15167,IV93,2645-1617-8299-7262,sup53,48,90.79,28.54,2020-08-23
15168,SB75,4975-1875-6037-8126,sup68,25,72.5,12.77,2020-10-01
15169,QU21,4531-1377-8063-2963,sup72,38,63.79,22.4,2020-09-04
15170,JV77,0095-5125-4928-4646,sup20,34,54.91,16.82,2020-10-04
15171,UR40,2978-1672-0128-0411,sup67,79,90.72,23.75,2020-09-29
15172,HX85,3843-2873-5112-9665,sup62,52,60.82,16.84,2020-08-23
15173,PN61,2263-6961-3861-9498,sup83,13,38.2,23.42,2020-10-03
15174,NF91,0069-8610-3018-5645,sup42,10,27.99,26.35,2020-09-21
15175,KD79,9641-6990-0369-1203,sup60,48,96.63,12.19,2020-08-27
15176,AR18,3375-8897-9076-6802,sup13,5,47.36,28.15,2020-08-16
15177,FS66,3866-1780-3068-1605,sup42,32,26.99,20.61,2020-09-09
15178,WX18,8915-5496-8270-8243,sup07,51,23.67,21.67,2020-09-14
15179,KN01,8912-2933-3684-6372,sup44,47,99.02,29.74,2020-10-10
15180,NN07,5329-9725-5059-9868,sup64,7,67.88,28.55,2020-09-28
15181,NE84,7302-7558-2330-9202,sup68,42,71.94,16.02,2020-09-22
15182,AI83,2236-5488-6516-9252,sup72,9,23.91,26.81,2020-10-02
15183,AA90,5968-4822-2883-9414,sup80,27,23.93,23.11,2020-09-15
15184,RY46,2113-2518-2556-5582,sup32,84,56.84,21.63,2020-09-17
15185,UU03,4488-5237-3481-2555,sup17,45,24.09,19.53,2020-09-14
15186,MK60,7830-3571-4845-9069,sup76,77,78.53,25.57,2020-09-27
15187,YM25,3166-7156-5111-6213,sup87,74,81.64,14.84,2020-09-06
15188,WY41,5405-3879-7788-0696,sup27,58,80.19,10.1,2020-09-11
15189,SW08,6010-0180-3433-8013,sup55,5,39.64,27.48,2020-10-09
15190,ET40,4978-6558-2884-7091,sup88,96,83.34,12.78,2020-09-03
15191,KK28,1050-6377-2941-4393,sup60,87,76.09,29.22,2020-10-03
15192,YG70,3781-5121-1883-0254,sup95,84,98.4,14.59,2020-08-18
15193,IG05,0195-7594-3769-1666,sup99,36,43.35,20.99,2020-09-05
15194,ZZ57,1289-8163-9225-2772,sup89,46,55.14,16.37,2020-09-03
15195,XP47,4949-5525-7983-4847,sup14,33,38.45,22.89,2020-08-17
15196,MB97,6993-3163-3773-8985,sup40,68,62.81,19.45,2020-08-24
15197,ZD68,7398-6865-3684-3738,sup85,71,47.5,11.39,2020-08-16
15198,BK99,5111-1422-9653-7112,sup36,97,92.08,12.72,2020-10-02
15199,UV22,8548-3656-9376-7263,sup44,43,94.09,15.54,2020-09-13
15200,JX99,0428-2962-7241-4103,sup18,99,73.36,23.03,2020-09-12
15201,CN03,7992-1382-0123-2702,sup60,49,75.39,14.21,2020-10-03
15202,EC51,6048-5235-6046-9070,sup61,35,47.37,22.44,2020-09-26
15203,JO64,7112-6960-6064-8841,sup14,25,38.51,11.92,2020-09-08
15204,VD52,7784-2480-9588-3254,sup60,89,22.71,16.84,2020-08-14
15205,NS23,0639-9424-3208-7438,sup93,20,43.97,11.62,2020-09-14
15206,LJ80,9306-2598-9319-2162,sup75,35,39.17,24.46,2020-08-20
15207,CT57,3321-7357-5583-2385,sup31,5,39.12,21.45,2020-09-18
15208,UY80,9966-5582-2746-6285,sup74,18,47.02,27.19,2020-10-02
15209,WB82,3890-6863-4560-6516,sup52,92,79.05,20.92,2020-10-01
15210,DM25,1888-5346-4455-2525,sup41,81,30.2,17.85,2020-08-16
15211,MR70,9865-8262-4658-3155,sup62,52,63.39,20.38,2020-09-13
15212,KZ71,1211-1645-2567-4721,sup80,42,57.34,15.02,2020-09-11
15213,UV02,8873-8168-9459-8981,sup53,28,44.94,27.39,2020-09-28
15214,GC72,0502-7410-7119-1697,sup25,66,28.36,26.55,2020-10-08
15215,GI27,4099-8470-3160-7396,sup95,55,55.37,20.4,2020-09-04
15216,ZG10,4643-2700-5442-0458,sup98,55,61.3,24.9,2020-08-20
15217,HE63,1788-3084-3287-7265,sup27,30,39.78,28.03,2020-09-13
15218,JG04,4188-3915-7315-4822,sup54,47,43.15,10.1,2020-10-09
15219,HF04,1909-3078-2412-9702,sup12,35,21.7,29.25,2020-10-11
15220,VJ61,8532-3626-7255-1605,sup55,38,63.56,19.43,2020-09-09
15221,VK59,6394-7448-7100-7728,sup73,83,32.05,22.25,2020-10-10
15222,OR09,5743-7035-4987-1929,sup02,67,85.58,25.42,2020-09-16
15223,ER72,2992-5241-9725-0554,sup37,1,51.89,22.46,2020-09-28
15224,ID78,1016-4986-9993-1162,sup75,67,93.35,19.04,2020-08-29
15225,GQ64,4922-3707-7350-0210,sup20,65,88.25,18.3,2020-09-02
15226,US77,1857-6004-9240-8301,sup29,29,58.88,12.11,2020-08-25
15227,QS58,8967-4301-3640-9750,sup97,42,66.04,27.82,2020-09-21
15228,AX08,8929-4197-7936-9623,sup14,65,72.23,19.13,2020-10-03
15229,TZ54,4746-4793-5042-1732,sup07,67,62.6,29.46,2020-09-05
15230,AF44,2071-4171-5565-7831,sup43,47,42.77,20.11,2020-09-25
15231,AO48,1498-2372-2481-9572,sup92,31,68.4,16.32,2020-09-14
15232,IW30,5298-0022-0167-4007,sup53,50,32.25,10.85,2020-09-19
15233,LA47,3382-9379-0684-4842,sup32,24,79.43,25.81,2020-09-04
15234,KM50,6971-4898-2213-5973,sup46,2,85.79,23.71,2020-09-29
15235,ED92,9090-5365-8914-7925,sup48,1,60.75,12.67,2020-10-06
15236,RQ92,0444-6554-8465-1659,sup69,89,53.81,11.99,2020-09-22
15237,TZ42,0226-1299-3805-9245,sup12,14,65.6,26.19,2020-09-03
15238,IN57,9082-8183-2838-1037,sup85,83,44.07,11.06,2020-09-24
15239,NR32,5031-6313-0875-5566,sup35,78,75.24,11.81,2020-10-04
15240,IF63,9080-3846-3776-2576,sup75,69,41.33,29.89,2020-10-06
15241,ZY56,9964-2455-8678-5567,sup92,74,33.28,20.67,2020-09-22
15242,JS46,7569-8917-9682-6802,sup00,13,60.36,10.68,2020-09-30
15243,VS70,4023-8591-0186-9351,sup39,49,23.02,14.18,2020-09-16
15244,RR93,1264-6284-7377-8868,sup40,60,22.77,12.84,2020-08-14
15245,VE56,1595-0495-7273-1884,sup03,29,75.82,13.79,2020-10-12
15246,VO45,2116-4646-5286-6674,sup14,20,52.15,24.11,2020-09-11
15247,TY13,8850-1509-5013-8534,sup98,60,85.14,14.07,2020-10-12
15248,DL52,4278-0179-7293-9377,sup65,20,39.52,10.5,2020-09-22
15249,UT01,5867-8460-4640-1525,sup29,79,27.46,13.54,2020-08-19
15250,GZ74,5053-5814-4135-8924,sup72,46,64.11,12.92,2020-08-20
15251,PS46,5144-6646-8802-7775,sup10,15,42.99,23.82,2020-10-10
15252,BO80,3990-5793-7358-8999,sup12,100,43.96,13.38,2020-09-05
15253,EQ20,9121-5580-4219-5430,sup90,60,29.4,12.06,2020-09-12
15254,HL06,5253-0393-4112-5676,sup85,85,75.58,11.48,2020-08-27
15255,JZ65,1356-1434-5879-2655,sup84,84,65.53,27.19,2020-10-02
15256,ZM60,6186-8237-0072-5787,sup66,45,72.21,28.7,2020-09-01
15257,ML11,7576-2614-7686-2745,sup88,3,32.29,19.6,2020-08-27
15258,CX24,6085-5699-3335-7250,sup10,75,75.49,13.09,2020-10-11
15259,XZ22,1817-9646-4016-4915,sup89,15,54.56,20.53,2020-10-07
15260,AJ88,7222-8037-2743-6782,sup50,50,77.67,20.38,2020-08-20
15261,IX53,9046-6862-9514-9189,sup17,31,64.05,16.56,2020-09-24
15262,TX02,5921-5572-5246-9240,sup72,99,82.75,17.7,2020-10-11
15263,GT43,1311-8035-7477-1537,sup02,77,48.63,10.47,2020-08-16
15264,VX65,8019-1623-6559-6830,sup54,74,76.87,14.22,2020-09-11
15265,OT60,8236-4172-2558-8041,sup48,1,85.11,19.99,2020-09-12
15266,PZ33,8092-1440-8967-2359,sup31,29,62.32,22.88,2020-09-05
15267,MK67,7706-9653-1622-7112,sup47,49,71.63,11.99,2020-09-23
15268,ST17,1456-9421-8868-9873,sup31,97,85.14,17.29,2020-09-15
15269,RG64,8311-5209-7353-0884,sup34,1,90.23,14.64,2020-09-03
15270,YC28,3989-6623-6254-0788,sup49,43,79.74,27.69,2020-09-28
15271,DE27,5525-0536-7867-4801,sup69,35,20.47,25.85,2020-10-12
15272,QW09,4673-5672-3737-8854,sup35,89,27.18,28.85,2020-09-17
15273,SZ01,5191-3722-3791-0970,sup86,79,20.9,15.77,2020-08-21
15274,WV84,7111-4270-5551-0855,sup12,9,27.8,27.44,2020-09-07
15275,JQ46,3947-5459-8340-7799,sup37,26,32.81,13.85,2020-09-15
15276,TA52,1375-2456-2254-7526,sup41,47,27.19,18.06,2020-08-29
15277,CV71,0648-5660-0870-7516,sup00,42,45.09,12.98,2020-09-02
15278,ZR69,7452-8687-8430-0370,sup74,28,76.97,22.13,2020-08-20
15279,ET37,5756-2354-9330-0054,sup21,59,91.55,13.36,2020-09-01
15280,CL91,4056-9166-4128-1366,sup31,27,44.23,28.4,2020-09-03
15281,UR27,9549-8655-8704-3891,sup77,41,30.7,17.06,2020-09-23
15282,RJ86,6595-6981-7749-5662,sup11,5,61.76,18.19,2020-08-29
15283,CK48,5238-8873-2589-3215,sup73,6,63.46,15.74,2020-10-09
15284,HM27,8054-6673-5334-0891,sup41,1,71.44,27.65,2020-10-11
15285,XK13,7421-5444-9445-9158,sup67,53,47.59,16.9,2020-08-17
15286,QP28,2361-8314-6003-6231,sup24,68,56.27,16.27,2020-09-23
15287,BW61,0754-4310-7096-9337,sup52,38,57.6,25.26,2020-09-03
15288,KI59,1134-1228-8744-2336,sup74,90,66.33,22.15,2020-09-20
15289,LV33,1363-0947-0115-5833,sup61,39,55.32,25.49,2020-09-14
15290,VZ50,2474-6409-5221-6141,sup45,68,20.76,27.24,2020-10-13
15291,TD84,9764-6555-9910-9404,sup07,40,31.46,14.57,2020-08-29
15292,WX22,9547-8134-3983-5465,sup79,49,89.2,15.04,2020-09-22
15293,OU10,3432-6263-5238-4388,sup83,69,72.05,12.58,2020-10-08
15294,BS30,2355-7528-2240-2552,sup24,96,42.25,20.39,2020-09-17
15295,NW34,7447-7299-1143-0235,sup65,67,84.19,16.81,2020-09-25
15296,PB82,6275-7226-4427-9879,sup96,1,85.74,19.81,2020-08-24
15297,LV66,9115-2961-1585-5585,sup62,54,82.27,26.33,2020-10-10
15298,UG96,8513-0779-1423-5310,sup50,90,40.24,20.02,2020-10-02
15299,ZB76,1308-0112-4523-8119,sup71,37,64.84,29.16,2020-09-29
15300,JQ00,4621-4437-8696-5387,sup17,86,98.13,16.59,2020-09-23
15301,CY53,6306-3445-8644-6086,sup88,20,29.6,29.82,2020-09-21
15302,VD63,4365-3616-6952-2008,sup57,12,48.39,26.71,2020-10-07
15303,IK73,9157-9213-9459-4985,sup99,80,61.97,13.97,2020-10-01
15304,MM96,9889-0231-0887-2535,sup22,30,57.67,24.48,2020-08-29
15305,VQ62,1881-8701-1432-2912,sup43,57,20.94,22.27,2020-09-30
15306,TR80,3666-8902-1301-2552,sup76,88,30.9,28.65,2020-09-28
15307,TD73,6389-9264-5764-8370,sup01,62,56.11,10.85,2020-10-05
15308,SV25,7266-0365-4613-7132,sup93,15,77.66,11.66,2020-09-11
15309,RC27,7635-0002-5063-2869,sup62,47,48.93,22.58,2020-09-28
15310,JO56,7339-8280-4153-1891,sup45,90,20.18,29.57,2020-09-08
15311,PG96,3131-1109-6044-1332,sup78,29,67.05,23.31,2020-10-13
15312,YQ54,0956-5240-6717-4015,sup02,15,28.19,11.1,2020-09-20
15313,NO24,4422-8742-6545-4220,sup96,60,34.32,24.31,2020-09-15
15314,ET08,3961-0422-2173-3472,sup33,48,94.28,10.16,2020-08-23
15315,HX08,4904-7107-8738-7046,sup43,30,31.1,13.55,2020-10-03
15316,VH31,6274-3562-8864-8492,sup58,92,34.72,10.61,2020-09-21
15317,FM73,8409-3089-9268-2145,sup31,92,22.13,17.31,2020-09-17
15318,HQ75,8304-8271-8062-3431,sup47,65,76.19,29.04,2020-09-06
15319,WQ42,5131-3753-2742-0052,sup06,58,31.88,19.21,2020-09-11
15320,DM75,5710-4165-4819-1781,sup55,87,55.07,12.35,2020-09-16
15321,DA67,2345-3435-8793-7578,sup88,65,35.56,22.13,2020-09-07
15322,UI10,4377-5097-5254-0289,sup85,29,54.59,12.97,2020-08-20
15323,WW65,7881-5967-9562-8597,sup17,47,71.3,25.22,2020-08-24
15324,WY68,2569-2538-7918-3242,sup93,81,97.56,15.16,2020-10-03
15325,JJ51,6531-2997-6348-5745,sup93,25,83.91,10.87,2020-09-04
15326,GW41,5571-1107-0978-3548,sup06,42,35.26,28.22,2020-08-24
15327,ER95,9444-0791-7872-3576,sup86,33,64.69,21.12,2020-09-15
15328,RV49,4477-0916-1566-8938,sup72,94,78.56,20.35,2020-09-12
15329,AQ69,3342-1575-6263-5219,sup72,10,50.82,23.85,2020-10-01
15330,IB34,4270-8684-2307-2857,sup34,76,61.72,16.4,2020-08-19
15331,DA38,2269-8256-7190-2822,sup43,76,86.54,19.81,2020-09-08
15332,PU13,8909-2573-8722-7135,sup17,89,53.73,27.57,2020-09-14
15333,YH80,8002-6812-4567-6889,sup63,88,51.75,19.55,2020-08-21
15334,JD36,9735-9368-6278-9650,sup97,12,31.21,28.64,2020-08-19
15335,CB06,7710-4554-2570-4975,sup23,56,31.84,19.92,2020-09-14
15336,RM66,1059-6409-3879-2021,sup44,16,78.02,27.55,2020-08-24
15337,XH08,9362-7138-4770-1144,sup46,89,79.7,11.61,2020-08-22
15338,PH95,3854-4154-5109-2811,sup28,25,97.77,25.92,2020-09-06
15339,PU25,6467-2119-0781-9510,sup06,70,61.47,18.89,2020-09-08
15340,WI27,4101-7164-7397-0507,sup74,31,65.79,12.74,2020-09-14
15341,KQ50,1356-8516-5068-1671,sup82,11,89.62,22.49,2020-08-16
15342,NG26,6688-7991-5008-0241,sup83,9,46.57,25.59,2020-10-06
15343,EA97,3868-2524-5354-2724,sup73,35,48.61,11.17,2020-09-17
15344,WP51,2093-6867-2665-9833,sup65,66,81.72,18.6,2020-09-23
15345,YQ46,2101-5465-6703-2088,sup27,85,27.48,17.26,2020-09-10
15346,RM65,7951-8570-1903-5684,sup29,11,34.67,23.0,2020-10-09
15347,IL90,7559-3843-3761-9249,sup10,70,58.74,21.76,2020-10-12
15348,XR35,1295-8564-8846-9559,sup84,60,93.31,19.39,2020-08-28
15349,FB29,3026-2263-7329-7815,sup50,79,76.52,19.5,2020-09-23
15350,TU61,5753-6469-8917-5645,sup25,48,96.97,15.58,2020-08-19
15351,YB74,2766-8578-0018-9333,sup13,24,62.95,18.92,2020-09-07
15352,QJ43,6017-9795-8000-3174,sup06,65,28.52,16.98,2020-09-29
15353,EC35,3183-2741-9603-0207,sup79,30,59.07,29.6,2020-08-19
15354,TP09,2497-9269-4355-1474,sup86,46,34.35,10.92,2020-09-09
15355,OP76,1446-1871-5895-6434,sup92,1,25.56,28.47,2020-10-08
15356,HB53,4173-9759-1467-6191,sup14,26,43.04,18.85,2020-09-21
15357,VX39,8875-4755-4849-5833,sup43,1,44.43,22.24,2020-09-01
15358,CO06,9301-4724-2495-1983,sup62,49,98.69,11.3,2020-10-07
15359,BO16,0028-2565-7973-1074,sup04,43,43.2,26.27,2020-10-07
15360,PP81,7250-3100-3751-4274,sup71,1,78.71,23.73,2020-10-07
15361,SV27,8247-1293-2299-5059,sup71,16,71.87,23.23,2020-08-20
15362,GR32,2456-5832-9526-9529,sup41,3,23.16,23.49,2020-10-04
15363,LQ83,7706-0716-1825-1689,sup44,88,78.35,29.19,2020-08-15
15364,YC69,2945-1607-5298-9981,sup81,15,27.94,17.41,2020-10-11
15365,OU61,8894-4927-7046-5961,sup49,58,50.48,23.61,2020-09-21
15366,GA11,8174-3445-9813-1899,sup33,20,20.63,16.0,2020-08-26
15367,AB61,4549-6484-9500-6066,sup72,16,56.45,28.76,2020-09-09
15368,SO28,2562-3467-9244-1626,sup32,68,57.0,15.23,2020-10-02
15369,NC05,0368-9550-7655-5855,sup79,39,36.5,20.03,2020-10-13
15370,GF34,0214-1305-7666-7798,sup10,4,80.8,28.83,2020-09-02
15371,XB39,8690-0033-7729-4396,sup80,5,90.7,15.21,2020-08-26
15372,EK92,2038-8881-3346-2432,sup16,70,84.86,27.67,2020-09-01
15373,VH54,9035-4819-8910-8400,sup71,61,86.01,27.27,2020-09-28
15374,AS47,5786-2474-1376-0268,sup17,28,21.92,17.35,2020-10-02
15375,WN59,1518-6787-2956-6899,sup16,41,56.59,14.29,2020-10-12
